ORDERNUMBER,QUANTITYORDERED,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,COUNTRY,DEALSIZE
10318,31,9,3116.43,11/2/2004 0:00,Shipped,USA,Medium
10327,45,8,4781.7,11/10/2004 0:00,Resolved,Denmark,Medium
10339,27,2,2810.7,11/23/2004 0:00,Shipped,Japan,Small
10353,27,1,3515.67,12/4/2004 0:00,Shipped,USA,Medium
10374,42,2,2909.34,2/2/2005 0:00,Shipped,Australia,Small
10386,21,18,1570.17,3/1/2005 0:00,Resolved,Spain,Small
10398,34,15,2613.92,3/30/2005 0:00,Shipped,France,Small
10401,42,3,3193.26,4/3/2005 0:00,On Hold,USA,Medium
10416,15,4,1482.6,5/10/2005 0:00,Shipped,Italy,Small
10107,29,6,2055.23,2/24/2003 0:00,Shipped,USA,Small
10120,46,4,2674.9,4/29/2003 0:00,Shipped,Australia,Small
10134,30,6,1853.4,7/1/2003 0:00,Shipped,France,Small
10145,30,10,1490.1,8/25/2003 0:00,Shipped,USA,Small
10159,42,18,2162.16,10/10/2003 0:00,Shipped,USA,Small
10168,46,5,2814.28,10/28/2003 0:00,Shipped,USA,Small
10180,25,13,1605,11/11/2003 0:00,Shipped,France,Small
10188,32,5,2093.44,11/18/2003 0:00,Shipped,Norway,Small
10201,30,6,1944.3,12/1/2003 0:00,Shipped,USA,Small
10210,40,3,1986.8,1/12/2004 0:00,Shipped,Japan,Small
10223,28,5,1695.96,2/20/2004 0:00,Shipped,Australia,Small
10236,23,2,1281.56,4/3/2004 0:00,Shipped,USA,Small
10251,29,6,1774.22,5/18/2004 0:00,Shipped,USA,Small
10263,34,6,1997.5,6/28/2004 0:00,Shipped,USA,Small
10275,37,5,2353.2,7/23/2004 0:00,Shipped,France,Small
10285,20,10,981.2,8/27/2004 0:00,Shipped,USA,Small
10298,32,2,1550.72,9/27/2004 0:00,Shipped,France,Small
10308,34,3,1771.06,10/15/2004 0:00,Shipped,USA,Small
10318,42,5,2213.4,11/2/2004 0:00,Shipped,USA,Small
10329,38,12,5266.04,11/15/2004 0:00,Shipped,USA,Medium
10339,30,1,1864.8,11/23/2004 0:00,Shipped,Japan,Small
10362,23,3,1142.41,1/5/2005 0:00,Shipped,USA,Small
10374,22,4,1172.6,2/2/2005 0:00,Shipped,Australia,Small
10389,39,5,6981,3/3/2005 0:00,Shipped,Sweden,Medium
10402,55,2,3064.6,4/7/2005 0:00,Shipped,France,Medium
10417,36,6,2202.48,5/13/2005 0:00,Disputed,Spain,Small
10101,26,1,3773.38,1/9/2003 0:00,Shipped,Germany,Medium
10110,31,1,5074.39,3/18/2003 0:00,Shipped,UK,Medium
10125,34,2,6483.46,5/21/2003 0:00,Shipped,Australia,Medium
10139,41,8,7956.46,7/16/2003 0:00,Shipped,Australia,Large
10149,23,5,4230.62,9/12/2003 0:00,Shipped,USA,Medium
10162,48,3,7209.12,10/18/2003 0:00,Shipped,USA,Large
10173,22,7,3452.68,11/5/2003 0:00,Shipped,Italy,Medium
10182,21,4,3047.73,11/12/2003 0:00,Shipped,USA,Medium
10193,22,8,3675.32,11/21/2003 0:00,Shipped,Australia,Medium
10205,40,3,7492.4,12/3/2003 0:00,Shipped,Spain,Large
10214,50,1,9534.5,1/26/2004 0:00,Shipped,Spain,Large
10227,29,4,5579.02,3/2/2004 0:00,Shipped,France,Medium
10244,43,8,5950.34,4/29/2004 0:00,Shipped,Spain,Medium
10255,24,1,3726,6/4/2004 0:00,Shipped,France,Medium
10280,22,10,4455,8/17/2004 0:00,Shipped,Italy,Medium
10289,43,3,8272.34,9/3/2004 0:00,Shipped,Norway,Large
10304,20,14,3577.6,10/11/2004 0:00,Shipped,France,Medium
10312,25,11,3881.25,10/21/2004 0:00,Shipped,USA,Medium
10322,36,2,5797.44,11/4/2004 0:00,Shipped,USA,Medium
10332,24,1,1264.08,11/17/2004 0:00,Shipped,UK,Small
10347,21,6,4815.3,11/29/2004 0:00,Shipped,Australia,Medium
10356,30,1,4462.2,12/9/2004 0:00,Shipped,France,Medium
10367,32,7,3033.28,1/12/2005 0:00,Resolved,USA,Medium
10380,21,8,990.78,2/16/2005 0:00,Shipped,Spain,Small
10390,26,7,2030.86,3/4/2005 0:00,Shipped,USA,Small
10421,35,1,5433.75,5/29/2005 0:00,In Process,USA,Medium
10109,26,1,3157.44,3/10/2003 0:00,Shipped,USA,Medium
10123,46,3,5161.2,5/20/2003 0:00,Shipped,France,Medium
10137,37,3,4346.76,7/10/2003 0:00,Shipped,France,Medium
10148,27,10,3528.36,9/11/2003 0:00,Shipped,Australia,Medium
10161,23,9,3187.8,10/17/2003 0:00,Shipped,Denmark,Medium
10172,39,7,6023.16,11/5/2003 0:00,Shipped,USA,Medium
10181,27,3,3884.76,11/12/2003 0:00,Shipped,Norway,Medium
10192,38,8,4965.84,11/20/2003 0:00,Shipped,USA,Medium
10204,27,14,4169.88,12/2/2003 0:00,Shipped,USA,Medium
10212,40,7,4910.4,1/16/2004 0:00,Shipped,Spain,Medium
10226,24,5,3231.36,2/26/2004 0:00,Shipped,USA,Medium
10241,44,12,6853.44,4/13/2004 0:00,Shipped,France,Medium
10253,37,2,5177.04,6/1/2004 0:00,Cancelled,UK,Medium
10266,20,3,2824.8,7/6/2004 0:00,Shipped,Italy,Small
10278,39,3,4324.32,8/6/2004 0:00,Shipped,USA,Medium
10287,44,1,5052.96,8/30/2004 0:00,Shipped,Switzerland,Medium
10301,22,5,3223.44,10/5/2003 0:00,Shipped,Norway,Medium
10311,43,10,5278.68,10/16/2004 0:00,Shipped,Spain,Medium
10321,27,7,2851.2,11/4/2004 0:00,Shipped,USA,Small
10331,26,10,1687.4,11/17/2004 0:00,Shipped,USA,Small
10343,25,3,1308,11/24/2004 0:00,Shipped,France,Small
10366,49,2,6144.6,1/10/2005 0:00,Shipped,Belgium,Medium
10379,29,5,5127.2,2/10/2005 0:00,Shipped,Spain,Medium
10407,41,12,6386.16,4/22/2005 0:00,On Hold,USA,Medium
10419,55,2,7695.6,5/17/2005 0:00,Shipped,Austria,Large
10103,27,12,2242.89,1/29/2003 0:00,Shipped,Norway,Small
10112,23,2,2539.89,3/24/2003 0:00,Shipped,Sweden,Small
10126,31,12,2795.27,5/28/2003 0:00,Shipped,Spain,Small
10139,46,1,5545.76,7/16/2003 0:00,Shipped,Australia,Medium
10150,47,9,4285.46,9/19/2003 0:00,Shipped,Singapore,Medium
10163,31,2,3329.09,10/20/2003 0:00,Shipped,USA,Medium
10174,46,5,5592.22,11/6/2003 0:00,Shipped,Australia,Medium
10183,37,9,3298.55,11/13/2003 0:00,Shipped,USA,Medium
10193,28,1,2609.88,11/21/2003 0:00,Shipped,Australia,Small
10206,37,7,3336.29,12/5/2003 0:00,Shipped,Canada,Medium
10215,49,4,5510.05,1/29/2004 0:00,Shipped,USA,Medium
10228,24,3,2504.4,3/10/2004 0:00,Shipped,USA,Small
10244,30,1,3525.6,4/29/2004 0:00,Shipped,Spain,Medium
10257,50,1,4407,6/14/2004 0:00,Shipped,USA,Medium
10270,31,10,2983.44,7/19/2004 0:00,Shipped,Australia,Small
10280,46,3,5126.24,8/17/2004 0:00,Shipped,Italy,Medium
10291,47,12,5713.79,9/8/2004 0:00,Shipped,Sweden,Medium
10304,46,7,4613.8,10/11/2004 0:00,Shipped,France,Medium
10312,37,4,3711.1,10/21/2004 0:00,Shipped,USA,Medium
10322,33,12,3524.73,11/4/2004 0:00,Shipped,USA,Medium
10333,31,5,2795.27,11/18/2004 0:00,Shipped,USA,Small
10347,48,9,4814.4,11/29/2004 0:00,Shipped,Australia,Medium
10357,41,6,3572.33,12/10/2004 0:00,Shipped,USA,Medium
10369,42,1,4581.36,1/20/2005 0:00,Shipped,USA,Medium
10381,41,8,4319.76,2/17/2005 0:00,Shipped,USA,Medium
10391,32,6,1448,3/9/2005 0:00,Shipped,Australia,Small
10423,10,1,881.4,5/30/2005 0:00,In Process,Belgium,Small
10103,35,14,2011.1,1/29/2003 0:00,Shipped,Norway,Small
10111,28,2,1801.24,3/25/2003 0:00,Shipped,USA,Small
10126,46,14,3390.2,5/28/2003 0:00,Shipped,Spain,Medium
10139,20,3,1424,7/16/2003 0:00,Shipped,Australia,Small
10150,30,11,1499.1,9/19/2003 0:00,Shipped,Singapore,Small
10163,48,4,3358.08,10/20/2003 0:00,Shipped,USA,Medium
10173,28,2,1504.16,11/5/2003 0:00,Shipped,Italy,Small
10183,39,11,2655.12,11/13/2003 0:00,Shipped,USA,Small
10193,24,3,1244.16,11/21/2003 0:00,Shipped,Australia,Small
10206,28,9,1888.88,12/5/2003 0:00,Shipped,Canada,Small
10215,31,6,1820.01,1/29/2004 0:00,Shipped,USA,Small
10228,45,5,2866.95,3/10/2004 0:00,Shipped,USA,Small
10244,24,3,1394.16,4/29/2004 0:00,Shipped,Spain,Small
10257,49,3,2632.28,6/14/2004 0:00,Shipped,USA,Small
10269,32,1,2018.56,7/16/2004 0:00,Shipped,Austria,Small
10280,43,5,2954.53,8/17/2004 0:00,Shipped,Italy,Small
10291,37,14,1871.83,9/8/2004 0:00,Shipped,Sweden,Small
10304,24,9,1559.04,10/11/2004 0:00,Shipped,France,Small
10312,35,6,1880.2,10/21/2004 0:00,Shipped,USA,Small
10322,41,13,1224.67,11/4/2004 0:00,Shipped,USA,Small
10332,26,17,2979.08,11/17/2004 0:00,Shipped,UK,Small
10347,34,10,2208.64,11/29/2004 0:00,Shipped,Australia,Small
10357,49,5,3458.42,12/10/2004 0:00,Shipped,USA,Medium
10369,28,6,1237.88,1/20/2005 0:00,Shipped,USA,Small
10381,40,4,2723.2,2/17/2005 0:00,Shipped,USA,Small
10392,37,3,2218.52,3/10/2005 0:00,Shipped,Austria,Small
10423,31,3,1665.32,5/30/2005 0:00,In Process,Belgium,Small
10106,41,18,3421.04,2/17/2003 0:00,Shipped,Italy,Medium
10119,21,9,1878.66,4/28/2003 0:00,Shipped,Austria,Small
10130,40,2,3853.6,6/16/2003 0:00,Shipped,USA,Medium
10143,46,13,3442.64,8/10/2003 0:00,Shipped,USA,Medium
10155,44,11,3482.16,10/6/2003 0:00,Shipped,Finland,Medium
10167,46,7,3363.52,10/23/2003 0:00,Cancelled,Sweden,Medium
10178,41,10,3350.52,11/8/2003 0:00,Shipped,France,Medium
10186,32,7,2862.72,11/14/2003 0:00,Shipped,UK,Small
10197,46,4,4036.04,11/26/2003 0:00,Shipped,Spain,Medium
10209,28,6,2817.92,1/9/2004 0:00,Shipped,USA,Small
10222,49,10,4636.38,2/19/2004 0:00,Shipped,USA,Medium
10248,21,1,1553.58,5/7/2004 0:00,Cancelled,USA,Small
10262,32,15,2697.6,6/24/2004 0:00,Cancelled,Spain,Small
10273,34,2,3334.04,7/21/2004 0:00,Shipped,Belgium,Medium
10283,21,4,2059.26,8/20/2004 0:00,Shipped,Canada,Small
10296,21,13,2023.14,9/15/2004 0:00,Shipped,Germany,Small
10307,31,7,2586.64,10/14/2004 0:00,Shipped,USA,Small
10316,21,15,1987.02,11/1/2004 0:00,Shipped,UK,Small
10327,25,5,1146.5,11/10/2004 0:00,Resolved,Denmark,Small
10338,28,3,2312.24,11/22/2004 0:00,Shipped,Belgium,Small
10350,43,6,2793.71,12/2/2004 0:00,Shipped,Spain,Small
10373,22,5,1908.28,1/31/2005 0:00,Shipped,Finland,Small
10386,37,5,3441.37,3/1/2005 0:00,Resolved,Spain,Medium
10398,28,18,2023.28,3/30/2005 0:00,Shipped,France,Small
10400,30,7,2245.2,4/1/2005 0:00,Shipped,USA,Small
10414,44,1,3255.12,5/6/2005 0:00,On Hold,USA,Medium
10103,25,13,2539.5,1/29/2003 0:00,Shipped,Norway,Small
10111,43,1,4818.15,3/25/2003 0:00,Shipped,USA,Medium
10126,30,13,2921.7,5/28/2003 0:00,Shipped,Spain,Small
10139,20,2,1801.2,7/16/2003 0:00,Shipped,Australia,Small
10150,26,10,2804.36,9/19/2003 0:00,Shipped,Singapore,Small
10163,40,3,4900.8,10/20/2003 0:00,Shipped,USA,Medium
10173,31,1,2759.31,11/5/2003 0:00,Shipped,Italy,Small
10183,22,10,2488.2,11/13/2003 0:00,Shipped,USA,Small
10193,23,2,2769.89,11/21/2003 0:00,Shipped,Australia,Small
10206,30,8,3581.4,12/5/2003 0:00,Shipped,Canada,Medium
10215,49,5,5285.14,1/29/2004 0:00,Shipped,USA,Medium
10228,31,4,3181.53,3/10/2004 0:00,Shipped,USA,Medium
10244,29,2,3340.51,4/29/2004 0:00,Shipped,Spain,Medium
10257,37,2,3138.34,6/14/2004 0:00,Shipped,USA,Medium
10270,38,11,4775.08,7/19/2004 0:00,Shipped,Australia,Medium
10280,29,4,3006.43,8/17/2004 0:00,Shipped,Italy,Medium
10291,23,13,2866.26,9/8/2004 0:00,Shipped,Sweden,Small
10304,26,8,2232.62,10/11/2004 0:00,Shipped,France,Small
10312,38,5,4457.02,10/21/2004 0:00,Shipped,USA,Medium
10322,48,7,2257.92,11/4/2004 0:00,Shipped,USA,Small
10332,40,18,1592,11/17/2004 0:00,Shipped,UK,Small
10347,45,11,4948.2,11/29/2004 0:00,Shipped,Australia,Medium
10357,44,4,5160.76,12/10/2004 0:00,Shipped,USA,Medium
10369,21,5,1978.62,1/20/2005 0:00,Shipped,USA,Small
10381,35,5,4288.2,2/17/2005 0:00,Shipped,USA,Medium
10392,29,2,2520.68,3/10/2005 0:00,Shipped,Austria,Small
10423,21,2,1781.22,5/30/2005 0:00,In Process,Belgium,Small
10105,22,11,3065.04,2/11/2003 0:00,Shipped,Denmark,Medium
10117,26,5,3551.34,4/16/2003 0:00,Shipped,Singapore,Medium
10128,41,2,5544.02,6/6/2003 0:00,Shipped,Spain,Medium
10142,47,8,6034.33,8/8/2003 0:00,Shipped,USA,Medium
10153,31,7,3641.57,9/28/2003 0:00,Shipped,Spain,Medium
10166,43,2,6930.74,10/21/2003 0:00,Shipped,USA,Medium
10177,23,9,3675.63,11/7/2003 0:00,Shipped,Spain,Medium
10185,28,9,3442.04,11/14/2003 0:00,Shipped,USA,Medium
10196,49,1,6893.81,11/26/2003 0:00,Shipped,USA,Medium
10208,24,9,2622.48,1/2/2004 0:00,Shipped,France,Small
10221,33,3,4417.38,2/18/2004 0:00,Shipped,Belgium,Medium
10232,22,6,3606.02,3/20/2004 0:00,Shipped,UK,Medium
10248,32,12,3802.56,5/7/2004 0:00,Cancelled,USA,Medium
10273,40,13,5026.4,7/21/2004 0:00,Shipped,Belgium,Medium
10282,43,1,6695.53,8/20/2004 0:00,Shipped,USA,Medium
10293,24,4,2819.28,9/9/2004 0:00,Shipped,Italy,Small
10306,32,9,3759.04,10/14/2004 0:00,Shipped,UK,Medium
10314,20,1,2731.8,10/22/2004 0:00,Shipped,Denmark,Small
10325,24,9,1658.88,11/5/2004 0:00,Shipped,Norway,Small
10336,48,12,5778.24,11/20/2004 0:00,Shipped,France,Medium
10350,44,1,5191.12,12/2/2004 0:00,Shipped,Spain,Medium
10372,28,3,3862.88,1/26/2005 0:00,Shipped,Japan,Medium
10383,24,9,1476.48,2/22/2005 0:00,Shipped,Spain,Small
10396,33,2,5273.73,3/23/2005 0:00,Shipped,USA,Medium
10414,41,12,4872.03,5/6/2005 0:00,On Hold,USA,Medium
10104,23,13,4556.99,1/31/2003 0:00,Shipped,Spain,Medium
10109,46,5,8257,3/10/2003 0:00,Shipped,USA,Large
10114,48,4,8209.44,4/1/2003 0:00,Shipped,France,Large
10122,25,3,3598.5,5/8/2003 0:00,Shipped,France,Medium
10127,22,15,3837.24,6/3/2003 0:00,Shipped,USA,Medium
10136,41,3,8331.61,7/4/2003 0:00,Shipped,France,Large
10141,34,9,4836.5,8/1/2003 0:00,Shipped,Finland,Medium
10148,32,14,5418.88,9/11/2003 0:00,Shipped,Australia,Medium
10151,21,7,3734.01,9/21/2003 0:00,Shipped,Finland,Medium
10160,20,1,3996.4,10/11/2003 0:00,Shipped,USA,Medium
10165,47,16,8754.69,10/22/2003 0:00,Shipped,Singapore,Large
10171,39,3,5481.45,11/5/2003 0:00,Shipped,Canada,Medium
10175,29,5,4419.89,11/6/2003 0:00,Shipped,UK,Medium
10181,45,7,6324.75,11/12/2003 0:00,Shipped,Norway,Medium
10184,28,10,4409.72,11/14/2003 0:00,Shipped,Spain,Medium
10192,26,12,3918.46,11/20/2003 0:00,Shipped,USA,Medium
10195,50,10,7620.5,11/25/2003 0:00,Shipped,USA,Large
10203,48,1,8291.04,12/2/2003 0:00,Shipped,Spain,Large
10207,25,11,3937.25,12/9/2003 0:00,Shipped,USA,Medium
10212,40,11,5554.4,1/16/2004 0:00,Shipped,Spain,Medium
10225,43,2,6407.86,2/22/2004 0:00,Shipped,Switzerland,Medium
10229,22,5,4172.52,3/11/2004 0:00,Shipped,USA,Medium
10239,47,1,7083.37,4/12/2004 0:00,Shipped,Finland,Large
10246,36,9,7132.68,5/5/2004 0:00,Shipped,Spain,Large
10253,40,6,6773.6,6/1/2004 0:00,Cancelled,UK,Medium
10259,27,8,3657.69,6/15/2004 0:00,Shipped,Singapore,Medium
10266,29,7,4812.55,7/6/2004 0:00,Shipped,Italy,Medium
10271,20,9,3928.6,7/20/2004 0:00,Shipped,USA,Medium
10278,42,7,6401.22,8/6/2004 0:00,Shipped,USA,Medium
10281,25,5,4191.25,8/19/2004 0:00,Shipped,USA,Medium
10287,36,5,5852.52,8/30/2004 0:00,Shipped,Switzerland,Medium
10292,21,12,2844.87,9/8/2004 0:00,Shipped,USA,Small
10301,23,9,4011.66,10/5/2003 0:00,Shipped,Norway,Medium
10305,37,9,7455.87,10/13/2004 0:00,Shipped,USA,Large
10310,48,3,8940.96,10/16/2004 0:00,Shipped,Germany,Large
10313,25,3,4572.25,10/22/2004 0:00,Shipped,Canada,Medium
10321,33,11,5700.09,11/4/2004 0:00,Shipped,USA,Medium
10324,27,12,3155.49,11/5/2004 0:00,Shipped,USA,Medium
10331,27,11,4170.69,11/17/2004 0:00,Shipped,USA,Medium
10334,20,3,2878.8,11/19/2004 0:00,On Hold,Sweden,Small
10342,30,4,5029.5,11/24/2004 0:00,Shipped,Australia,Medium
10349,48,6,7396.8,12/1/2004 0:00,Shipped,USA,Large
10358,32,12,2991.68,12/10/2004 0:00,Shipped,Spain,Small
10366,34,1,6275.72,1/10/2005 0:00,Shipped,Belgium,Medium
10370,27,9,1534.95,1/20/2005 0:00,Shipped,Australia,Small
10377,39,3,7264.53,2/9/2005 0:00,Shipped,Finland,Large
10383,47,6,6869.05,2/22/2005 0:00,Shipped,Spain,Medium
10394,22,5,3353.02,3/15/2005 0:00,Shipped,Spain,Medium
10405,55,1,8289.05,4/14/2005 0:00,Shipped,France,Large
10412,60,9,11887.8,5/3/2005 0:00,Shipped,Spain,Large
10419,35,6,5926.9,5/17/2005 0:00,Shipped,Austria,Medium
10425,28,8,3793.16,5/31/2005 0:00,In Process,France,Medium
10105,38,13,4330.1,2/11/2003 0:00,Shipped,Denmark,Medium
10117,21,7,2011.8,4/16/2003 0:00,Shipped,Singapore,Small
10128,41,4,4837.18,6/6/2003 0:00,Shipped,Spain,Medium
10142,22,10,2151.82,8/8/2003 0:00,Shipped,USA,Small
10153,29,9,2573.46,9/28/2003 0:00,Shipped,Spain,Small
10165,50,1,5344.5,10/22/2003 0:00,Shipped,Singapore,Medium
10177,29,11,3070.52,11/7/2003 0:00,Shipped,Spain,Medium
10185,49,11,3952.83,11/14/2003 0:00,Shipped,USA,Medium
10196,35,3,3564.75,11/26/2003 0:00,Shipped,USA,Medium
10208,48,11,5614.56,1/2/2004 0:00,Shipped,France,Medium
10221,23,5,1855.41,2/18/2004 0:00,Shipped,Belgium,Small
10232,48,8,4598.4,3/20/2004 0:00,Shipped,UK,Medium
10248,42,14,5082.42,5/7/2004 0:00,Cancelled,USA,Medium
10273,47,15,5450.59,7/21/2004 0:00,Shipped,Belgium,Medium
10282,36,3,4174.92,8/20/2004 0:00,Shipped,USA,Medium
10293,22,6,2418.24,9/9/2004 0:00,Shipped,Italy,Small
10306,40,11,3670.4,10/14/2004 0:00,Shipped,UK,Medium
10314,23,3,2481.7,10/22/2004 0:00,Shipped,Denmark,Small
10326,32,6,3807.68,11/9/2004 0:00,Shipped,Sweden,Medium
10336,21,7,2230.41,11/20/2004 0:00,Shipped,France,Small
10350,41,2,3814.64,12/2/2004 0:00,Shipped,Spain,Medium
10372,25,5,2117.75,1/26/2005 0:00,Shipped,Japan,Small
10383,26,12,3340.48,2/22/2005 0:00,Shipped,Spain,Medium
10396,24,4,2154,3/23/2005 0:00,Shipped,USA,Small
10414,48,14,5808.48,5/6/2005 0:00,On Hold,USA,Medium
10108,26,9,1777.1,3/3/2003 0:00,Shipped,Philippines,Small
10122,21,13,1536.57,5/8/2003 0:00,Shipped,France,Small
10135,45,10,3510,7/2/2003 0:00,Shipped,USA,Medium
10147,36,10,3097.44,9/5/2003 0:00,Shipped,USA,Medium
10159,21,5,1705.41,10/10/2003 0:00,Shipped,USA,Small
10169,32,5,2264.32,11/4/2003 0:00,Shipped,Australia,Small
10181,30,17,2484.6,11/12/2003 0:00,Shipped,Norway,Small
10191,36,6,3415.68,11/20/2003 0:00,Shipped,Germany,Medium
10203,33,11,2839.32,12/2/2003 0:00,Shipped,Spain,Small
10211,35,5,2730,1/15/2004 0:00,Shipped,France,Small
10225,37,12,3540.53,2/22/2004 0:00,Shipped,Switzerland,Medium
10238,41,6,2999.97,4/9/2004 0:00,Shipped,Denmark,Small
10252,20,2,1527.8,5/26/2004 0:00,Shipped,France,Small
10265,45,2,3907.8,7/2/2004 0:00,Shipped,Australia,Medium
10276,38,6,2658.48,8/2/2004 0:00,Shipped,USA,Small
10287,43,15,3042.68,8/30/2004 0:00,Shipped,Switzerland,Medium
10300,49,8,3861.2,10/4/2003 0:00,Shipped,Germany,Medium
10310,27,13,2171.07,10/16/2004 0:00,Shipped,Germany,Small
10319,46,1,3403.08,11/3/2004 0:00,Shipped,USA,Medium
10329,38,10,2245.8,11/15/2004 0:00,Shipped,USA,Small
10342,25,5,1668.5,11/24/2004 0:00,Shipped,Australia,Small
10363,46,10,2773.8,1/6/2005 0:00,Shipped,Finland,Small
10378,22,4,2464,2/10/2005 0:00,Shipped,Spain,Small
10390,40,9,5491.6,3/4/2005 0:00,Shipped,USA,Medium
10103,46,16,4791.82,1/29/2003 0:00,Shipped,Norway,Medium
10111,39,4,4178.85,3/25/2003 0:00,Shipped,USA,Medium
10126,38,16,3128.92,5/28/2003 0:00,Shipped,Spain,Medium
10139,30,5,3095.4,7/16/2003 0:00,Shipped,Australia,Medium
10149,42,2,3958.5,9/12/2003 0:00,Shipped,USA,Medium
10163,43,6,4991.44,10/20/2003 0:00,Shipped,USA,Medium
10173,29,4,2761.96,11/5/2003 0:00,Shipped,Italy,Small
10182,33,1,2848.23,11/12/2003 0:00,Shipped,USA,Small
10193,32,5,2539.84,11/21/2003 0:00,Shipped,Australia,Small
10206,28,11,2444.4,12/5/2003 0:00,Shipped,Canada,Small
10215,41,8,4555.92,1/29/2004 0:00,Shipped,USA,Medium
10227,33,1,3666.96,3/2/2004 0:00,Shipped,France,Medium
10244,36,5,3035.88,4/29/2004 0:00,Shipped,Spain,Medium
10257,26,5,2321.54,6/14/2004 0:00,Shipped,USA,Small
10280,34,7,3474.46,8/17/2004 0:00,Shipped,Italy,Medium
10290,26,2,2501.98,9/7/2004 0:00,Shipped,USA,Small
10304,38,11,3958.46,10/11/2004 0:00,Shipped,France,Medium
10312,33,8,3535.95,10/21/2004 0:00,Shipped,USA,Medium
10323,33,2,3011.91,11/5/2004 0:00,Shipped,Germany,Medium
10333,46,2,11336.7,11/18/2004 0:00,Shipped,USA,Large
10347,26,12,2656.94,11/29/2004 0:00,Shipped,Australia,Small
10357,25,3,2604.25,12/10/2004 0:00,Shipped,USA,Small
10369,45,4,3288.6,1/20/2005 0:00,Shipped,USA,Medium
10382,50,7,8935.5,2/17/2005 0:00,Shipped,USA,Large
10392,36,1,4035.96,3/10/2005 0:00,Shipped,Austria,Medium
10423,21,5,1875.09,5/30/2005 0:00,In Process,Belgium,Small
10108,29,8,4049.56,3/3/2003 0:00,Shipped,Philippines,Medium
10122,21,12,2469.39,5/8/2003 0:00,Shipped,France,Small
10135,42,9,5432.7,7/2/2003 0:00,Shipped,USA,Medium
10147,37,9,4405.22,9/5/2003 0:00,Shipped,USA,Medium
10159,25,4,3638,10/10/2003 0:00,Shipped,USA,Medium
10169,36,4,4444.92,11/4/2003 0:00,Shipped,Australia,Medium
10181,22,16,3395.48,11/12/2003 0:00,Shipped,Norway,Medium
10191,23,5,3414.58,11/20/2003 0:00,Shipped,Germany,Medium
10203,32,10,5127.04,12/2/2003 0:00,Shipped,Spain,Medium
10211,28,4,3745.28,1/15/2004 0:00,Shipped,France,Medium
10225,27,11,4564.08,2/22/2004 0:00,Shipped,Switzerland,Medium
10238,49,5,6554.24,4/9/2004 0:00,Shipped,Denmark,Medium
10252,41,1,6749.83,5/26/2004 0:00,Shipped,France,Medium
10265,49,1,8427.02,7/2/2004 0:00,Shipped,Australia,Large
10276,30,5,3924.6,8/2/2004 0:00,Shipped,USA,Medium
10287,40,14,6761.6,8/30/2004 0:00,Shipped,Switzerland,Medium
10300,23,7,3786.49,10/4/2003 0:00,Shipped,Germany,Medium
10310,49,12,6266.12,10/16/2004 0:00,Shipped,Germany,Medium
10320,25,5,3491,11/3/2004 0:00,Shipped,Sweden,Medium
10330,37,3,4405.22,11/16/2004 0:00,Shipped,Philippines,Medium
10342,55,7,6548.3,11/24/2004 0:00,Shipped,Australia,Medium
10355,23,7,3177.91,12/7/2004 0:00,Shipped,Spain,Medium
10363,24,11,4142.64,1/6/2005 0:00,Shipped,Finland,Medium
10378,43,10,4149.07,2/10/2005 0:00,Shipped,Spain,Medium
10390,50,1,7397,3/4/2005 0:00,Shipped,USA,Large
10109,47,2,6241.6,3/10/2003 0:00,Shipped,USA,Medium
10123,34,4,5331.88,5/20/2003 0:00,Shipped,France,Medium
10137,31,4,5124.3,7/10/2003 0:00,Shipped,France,Medium
10148,28,11,3639.44,9/11/2003 0:00,Shipped,Australia,Medium
10161,36,10,5544,10/17/2003 0:00,Shipped,Denmark,Medium
10172,48,8,5493.12,11/5/2003 0:00,Shipped,USA,Medium
10181,39,4,5785.26,11/12/2003 0:00,Shipped,Norway,Medium
10192,45,9,5340.6,11/20/2003 0:00,Shipped,USA,Medium
10204,35,15,5735.8,12/2/2003 0:00,Shipped,USA,Medium
10212,45,8,6357.6,1/16/2004 0:00,Shipped,Spain,Medium
10226,46,6,7343.9,2/26/2004 0:00,Shipped,USA,Large
10240,37,1,5959.22,4/13/2004 0:00,Shipped,Japan,Medium
10253,31,3,4029.38,6/1/2004 0:00,Cancelled,UK,Medium
10266,33,4,5035.14,7/6/2004 0:00,Shipped,Italy,Medium
10278,31,4,4116.8,8/6/2004 0:00,Shipped,USA,Medium
10287,27,2,4310.55,8/30/2004 0:00,Shipped,Switzerland,Medium
10301,39,6,6446.7,10/5/2003 0:00,Shipped,Norway,Medium
10311,32,11,3616.64,10/16/2004 0:00,Shipped,Spain,Medium
10321,28,8,4232.76,11/4/2004 0:00,Shipped,USA,Medium
10331,26,12,1765.66,11/17/2004 0:00,Shipped,USA,Small
10343,44,2,3734.72,11/24/2004 0:00,Shipped,France,Medium
10367,46,6,4808.38,1/12/2005 0:00,Resolved,USA,Medium
10379,32,4,2266.56,2/10/2005 0:00,Shipped,Spain,Small
10406,65,1,10468.9,4/15/2005 0:00,Disputed,Denmark,Large
10419,43,3,5589.14,5/17/2005 0:00,Shipped,Austria,Medium
10108,43,12,2914.11,3/3/2003 0:00,Shipped,Philippines,Small
10122,35,16,1740.9,5/8/2003 0:00,Shipped,France,Small
